text,sentiment
Nobody likes to feel low priority.,negative
"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3",neutral
" it could be a bad idea, Hayley",negative
: just got home from drews bday.,neutral
" Wow, you`re car`s awesome! Have fun with Alex.",positive
"four shots of novacaine in my mouth  my right cheek is totally numb, booo.",negative
 Any tips for someone who has only made it 52 on Flight Control?,neutral
" Rt/WestCoastGal88 - It`s the facial hair, they both need to shave  [Jr and JJ]",neutral
"stop making assumptions about me when you dont even **** know me!  haha stupid ****. thanks for defending me, matthew.",neutral
_ward i am,neutral
"_wi_no_name nope!  the printer in the library didn`t work, ill have to pass it in monday",neutral
Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?,positive
 shld says.. great phone,positive
"I feel funny. Hmmp, better be an amazing **** day. why not?  I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET <3333",positive
I can`t wait to see UP! How dare  have a 'real' job. Probably going to have to wait until tomorrow.,neutral
watching merlin omg he is cute,positive
 playing man utd.kick off 19:45.champions league 2nd leg.lol,neutral
Stubbed my little toe this morning on my file cabinet ... and it`s turning black,negative
3am i still cant sleep,negative
is up early to send someone off at the airport!  http://plurk.com/p/x2wsw,neutral
" I`m sure It will be repeated soon, seems to be on  TV quite a lot lately. Glad you mentioned it last night, watched it again",positive
 I know!!!! He didn`t ask me,neutral
 AHHH you follow the dark side too..  night,neutral
" I really like miller park too  too bad the cubs aren`t leading, hopefully they can get it together soon",neutral
"It`s 5:03 in the morning.. I think it`s time I went to bed. - so, goodnight everyone  http://tumblr.com/xaj1qz8v3",neutral
 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,negative
 so neat hearing U on kiddshow today wish I was there,positive
 aw you`re the ****  thanks so much for the twitter loveeee. i appreciate every last drop,positive
wants to welcome : back to Plurk again!  http://plurk.com/p/rp5po,positive
 excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol,positive
on our way home,neutral
At ihop with the besties..minus one  where`s the dr.???? At work of course,neutral
"  you can have  ice cream, I`ll have  kiss.",neutral
 I`m going to Cali in like two weeks! But it`s nor cal,neutral
" an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot",negative
I`m bored at work,negative
The arrival of cargo Red G5 to Toronto has been postponed til tomorrow afternoon.  gonna miss my lil bro`s bday...he`s been waiting 4 me!,negative
Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,positive
The test today was killer. I didn`t even manage to finish on time.,positive
"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar.",neutral
watching matilda with a bowl of noodles,neutral
DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,neutral
mint choc ice cream whilst studying.....now thats good,positive
@_handz_ well you know those 'kind of guys' are just idiots,negative
"  alright...I`m going to get off comp now, go back to ur party  be safe  & have fun!",positive
For those of us who`s hearts break a little more this time of year know that you are loved and next week is a new week.,neutral
" yip, that would be a sign that you`ve been on the dodgy sites Jo... eish boet, it ain`t cool",negative
" I think that`s pretty awesome. I could quote LOTR:ROTK for one summer, but now I can`t anymore.",positive
 gah! no money..... at least not for bakugan,negative
" OMG, you have curly hair! Too cute!",positive
fiiiinaaalllyyy home after driving all day. speeding ticket. torential rains. ... fun times,positive
"I can`t have any pets in the appartment I really want, so no rat yet.",negative
_MCR  yeahh me tOo haha the mine is Mariel  i luv it! and the urs tOo =D  whats ur fav MCR song??,positive
im finally going home but didnt get to finish all my work  so ill be back tomorrow,neutral
nature has just called me  BRB,neutral
is sad coz hyd theka`s dont have beer,negative
 well sure hope they can do that...,neutral
"I lost 4 followers over night, nobody likes me",negative
i`m worried because something bad happened today and i don`t know what`s gonna happen next.,negative
Girsl night ! on my way to foam party  No sleep tonight !!,neutral
ninja sushi for lunch but dominicks was out of sour gummy worms,neutral
_**** I do!  I`ll probably get fired if I do though,neutral
"It`s not my best writing, well i don`t think. LOL. but it`s some! I`d read it all if i were you!  It`s pretty **** good after all! =}. LOL",neutral
 aww what kind of dog do u have? I have a chihuahua named Zoey,positive
I hate not bringing my ipod to school,negative
There is a sadness in the air at school  but I got two awards!!,neutral
Getting ready to go to the comedy club and listening to some Q-Tip  Who`s on iChat or Skype right now? I need an outfit critique,neutral
" hah eeee, although understandable.. i need a new picture for this thing.. but i`m all sweaty",neutral
On a flight home  after an awesome trip with my cousin! Miss you sophia,neutral
welcome  ! since it seems you`re interested in cheese I hardly suggest you to follow  too,positive
"Had to come in, was baking out there and have slight headache now",negative
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  http://tr.im/kpc1 ",negative
Long to-do list. Little desire to do it all.,negative
Wow.....I`ve been stood up  Might as well go to work.,neutral
Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,negative
changed my picture on my profile in friendster,neutral
 Sometimes I wish Twitter had Facebook`s 'like' just so I could give you a thumbs up. Great job either way  - I suck too btw,positive
 PC I agree...  We have a problem. We must stop spending and only work!!!,negative
I`m getting back into  again,neutral
The Eagles make saturday nights so much better.,positive
 Miss you!!,negative
i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,negative
  oh man that sucks hardcore! haha good luck finishing up recording,neutral
 now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,positive
 The rest of the week is less than 2.5 hours long,neutral
 That just means you were not trying hard enought,negative
I`m not sure why walking around in barnes and noble comforts me so much. O well now I`m off to work,positive
"has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!",neutral
"pop, idk how to reply to ur tweet from my phone  lol but yeah my bday is in a few days. soooo excited!",positive
Jus sittn here thinkin....wow yo my boy is really gone! Smh yo! Its bout to be 3 weeks on Sunday!  R.I.P VON,negative
 did you not think of texting me that!? I`ve just read it now lol! Figured out the html on my own.,positive
Check out my song 'time to lose it' on www.myspace.com/flownyce you`ll enjoy it I promise,positive
 I loved him and he was in a mini,positive
"_333 Yeah.    I couldn`t call my Dad, Mom, or brother either.  Mom = On the phone.  Dad = Phone card expired.  Brother = At work.",neutral
"_bandoni Ok, see you at da climbing",neutral
No tourney `til next weekend =   http://bit.ly/2xDPf,neutral
has finished exams.... has (almost) moved out of halls and is leaving london tomorrow,neutral
"En route to Minnebron, where cell reception is notoriously unreliable. Until I tweet again, have a great day yall",neutral
" Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it`s a good environment.",neutral
 i guess ill never have it  but the sad thing is that u didn`t put an Alternate e-mail!! cause if u dont remember ur secret,negative
" **** YEAH DUDE!!! I would ask how it was, but I already **** know!  How`re you?",neutral
Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),positive
" specifically, like these  http://i36.tinypic.com/mwz6uo.jpg (also i adore this outfit http://tinyurl.com/q63obq yum)",neutral
 my plans might have just gone out the window too  bit gutted.,negative
Another loser: ****. I have lost the game more times today than any other day in history.  lost.. http://tinyurl.com/qa4cdv ( ...,negative
 Aw you are and you`re welcome,positive
This is too much lmbo (litterally) I have to stop b4 I lose my twitter buddies,neutral
Just got home from work and tired,negative
 ummm. Idk. Courtney`s date is hooking us up.,neutral
 i don`t have texting.....,neutral
 i`ve got really bad arthritus in my left hand. I cant use my thumb at all,negative
" yes, it will finish at 7:30 tonight. Still the food has been great as has been the discussion",positive
Can`t believe this ****! I`ve spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!,negative
As it turns out I do NOT get to go see The Decemberists...,neutral
yay .. sherbert and chocolate ... very nutritious,positive
"have to change practice pools, someone threw up in our normal pool",neutral
Great new directory on Babysitterdirectory coming soon!  And its a directory with a twist.  All will be revealed next week!,positive
" Would love it if you guys toured here, really! Philippines tour?",neutral
